date,state_name,veg_name,price,retail_price,mall_price,unit,veg_image
2024-05-21,Himachal Pradesh,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-05-21,Himachal Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-22,Himachal Pradesh,Onion Big,23,26 - 29,28 - 38,1kg,N/A
2024-05-22,Himachal Pradesh,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-22,Himachal Pradesh,Tomato,22,25 - 28,26 - 36,1kg,N/A
2024-05-22,Himachal Pradesh,Green Chilli,62,71 - 79,74 - 102,1kg,N/A
2024-05-22,Himachal Pradesh,Beetroot,35,40 - 44,42 - 58,1kg,N/A
2024-05-22,Himachal Pradesh,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-22,Himachal Pradesh,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-05-22,Himachal Pradesh,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-22,Himachal Pradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-22,Himachal Pradesh,Ash gourd,22,25 - 28,26 - 36,1kg,N/A
2024-05-22,Himachal Pradesh,Baby Corn,57,66 - 72,68 - 94,1kg,N/A
2024-05-22,Himachal Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-22,Himachal Pradesh,Capsicum,49,56 - 62,59 - 81,1kg,N/A
2024-05-22,Himachal Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-22,Himachal Pradesh,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-22,Himachal Pradesh,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-05-22,Himachal Pradesh,Broad Beans,65,75 - 83,78 - 107,1kg,N/A
2024-05-22,Himachal Pradesh,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-05-22,Himachal Pradesh,Carrot,43,49 - 55,52 - 71,1kg,N/A
2024-05-22,Himachal Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-05-22,Himachal Pradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-05-22,Himachal Pradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-05-22,Himachal Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-22,Himachal Pradesh,Colocasia,30,35 - 38,36 - 50,1kg,N/A
2024-05-22,Himachal Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-05-22,Himachal Pradesh,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-05-22,Himachal Pradesh,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-05-22,Himachal Pradesh,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-22,Himachal Pradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-22,Himachal Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-05-22,Himachal Pradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-05-22,Himachal Pradesh,Brinjal (Big),33,38 - 42,40 - 54,1kg,N/A
2024-05-22,Himachal Pradesh,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-05-22,Himachal Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-22,Himachal Pradesh,French Beans,170,196 - 216,204 - 281,1kg,N/A
2024-05-22,Himachal Pradesh,Garlic,257,296 - 326,308 - 424,1kg,N/A
2024-05-22,Himachal Pradesh,Ginger,140,161 - 178,168 - 231,1kg,N/A
2024-05-22,Himachal Pradesh,Onion Green,46,53 - 58,55 - 76,1kg,N/A
2024-05-22,Himachal Pradesh,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-05-22,Himachal Pradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-05-22,Himachal Pradesh,Lemon (Lime),92,106 - 117,110 - 152,1kg,N/A
2024-05-22,Himachal Pradesh,Mango Raw,29,33 - 37,35 - 48,1kg,N/A
2024-05-22,Himachal Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-22,Himachal Pradesh,Mushroom,78,90 - 99,94 - 129,1kg,N/A
2024-05-22,Himachal Pradesh,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-22,Himachal Pradesh,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-05-22,Himachal Pradesh,Pumpkin,17,20 - 22,20 - 28,1kg,N/A
2024-05-22,Himachal Pradesh,Radish,37,43 - 47,44 - 61,1kg,N/A
2024-05-22,Himachal Pradesh,Ridge Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-22,Himachal Pradesh,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,N/A
2024-05-22,Himachal Pradesh,Snake Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-22,Himachal Pradesh,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-22,Himachal Pradesh,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-05-22,Himachal Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-23,Himachal Pradesh,Onion Big,23,26 - 29,28 - 38,1kg,N/A
2024-05-23,Himachal Pradesh,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-23,Himachal Pradesh,Tomato,22,25 - 28,26 - 36,1kg,N/A
2024-05-23,Himachal Pradesh,Green Chilli,62,71 - 79,74 - 102,1kg,N/A
2024-05-23,Himachal Pradesh,Beetroot,35,40 - 44,42 - 58,1kg,N/A
2024-05-23,Himachal Pradesh,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-23,Himachal Pradesh,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-05-23,Himachal Pradesh,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-23,Himachal Pradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-23,Himachal Pradesh,Ash gourd,22,25 - 28,26 - 36,1kg,N/A
2024-05-23,Himachal Pradesh,Baby Corn,57,66 - 72,68 - 94,1kg,N/A
2024-05-23,Himachal Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-23,Himachal Pradesh,Capsicum,49,56 - 62,59 - 81,1kg,N/A
2024-05-23,Himachal Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-23,Himachal Pradesh,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-23,Himachal Pradesh,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-05-23,Himachal Pradesh,Broad Beans,65,75 - 83,78 - 107,1kg,N/A
2024-05-23,Himachal Pradesh,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-05-23,Himachal Pradesh,Carrot,43,49 - 55,52 - 71,1kg,N/A
2024-05-23,Himachal Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-05-23,Himachal Pradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-05-23,Himachal Pradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-05-23,Himachal Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-23,Himachal Pradesh,Colocasia,30,35 - 38,36 - 50,1kg,N/A
2024-05-23,Himachal Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-05-23,Himachal Pradesh,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-05-23,Himachal Pradesh,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-05-23,Himachal Pradesh,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-23,Himachal Pradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-23,Himachal Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-05-23,Himachal Pradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-05-23,Himachal Pradesh,Brinjal (Big),33,38 - 42,40 - 54,1kg,N/A
2024-05-23,Himachal Pradesh,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-05-23,Himachal Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-23,Himachal Pradesh,French Beans,170,196 - 216,204 - 281,1kg,N/A
2024-05-23,Himachal Pradesh,Garlic,257,296 - 326,308 - 424,1kg,N/A
2024-05-23,Himachal Pradesh,Ginger,140,161 - 178,168 - 231,1kg,N/A
2024-05-23,Himachal Pradesh,Onion Green,46,53 - 58,55 - 76,1kg,N/A
2024-05-23,Himachal Pradesh,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-05-23,Himachal Pradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-05-23,Himachal Pradesh,Lemon (Lime),92,106 - 117,110 - 152,1kg,N/A
2024-05-23,Himachal Pradesh,Mango Raw,29,33 - 37,35 - 48,1kg,N/A
2024-05-23,Himachal Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-23,Himachal Pradesh,Mushroom,78,90 - 99,94 - 129,1kg,N/A
2024-05-23,Himachal Pradesh,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-23,Himachal Pradesh,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-05-23,Himachal Pradesh,Pumpkin,17,20 - 22,20 - 28,1kg,N/A
2024-05-23,Himachal Pradesh,Radish,37,43 - 47,44 - 61,1kg,N/A
2024-05-23,Himachal Pradesh,Ridge Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-23,Himachal Pradesh,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,N/A
2024-05-23,Himachal Pradesh,Snake Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-23,Himachal Pradesh,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-23,Himachal Pradesh,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-05-23,Himachal Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-24,Himachal Pradesh,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-24,Himachal Pradesh,Onion Small,38,44 - 48,46 - 63,1kg,N/A
2024-05-24,Himachal Pradesh,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-05-24,Himachal Pradesh,Green Chilli,60,69 - 76,72 - 99,1kg,N/A
2024-05-24,Himachal Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-05-24,Himachal Pradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-05-24,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-24,Himachal Pradesh,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-24,Himachal Pradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-24,Himachal Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-24,Himachal Pradesh,Baby Corn,55,63 - 70,66 - 91,1kg,N/A
2024-05-24,Himachal Pradesh,Banana Flower,17,20 - 22,20 - 28,1kg,N/A
2024-05-24,Himachal Pradesh,Capsicum,49,56 - 62,59 - 81,1kg,N/A
2024-05-24,Himachal Pradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-24,Himachal Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-24,Himachal Pradesh,Butter Beans,52,60 - 66,62 - 86,1kg,N/A
2024-05-24,Himachal Pradesh,Broad Beans,63,72 - 80,76 - 104,1kg,N/A
2024-05-24,Himachal Pradesh,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-05-24,Himachal Pradesh,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-05-24,Himachal Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-05-24,Himachal Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-24,Himachal Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-05-24,Himachal Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-24,Himachal Pradesh,Colocasia,25,29 - 32,30 - 41,1kg,N/A
2024-05-24,Himachal Pradesh,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-05-24,Himachal Pradesh,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-24,Himachal Pradesh,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-05-24,Himachal Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-05-24,Himachal Pradesh,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-24,Himachal Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-24,Himachal Pradesh,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-05-24,Himachal Pradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,N/A
2024-05-24,Himachal Pradesh,Elephant Yam,40,46 - 51,48 - 66,1kg,N/A
2024-05-24,Himachal Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-24,Himachal Pradesh,French Beans,177,204 - 225,212 - 292,1kg,N/A
2024-05-24,Himachal Pradesh,Garlic,275,316 - 349,330 - 454,1kg,N/A
2024-05-24,Himachal Pradesh,Ginger,122,140 - 155,146 - 201,1kg,N/A
2024-05-24,Himachal Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,N/A
2024-05-24,Himachal Pradesh,Green Peas,50,58 - 64,60 - 83,1kg,N/A
2024-05-24,Himachal Pradesh,Ivy Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-24,Himachal Pradesh,Lemon (Lime),104,120 - 132,125 - 172,1kg,N/A
2024-05-24,Himachal Pradesh,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-05-24,Himachal Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-24,Himachal Pradesh,Mushroom,93,107 - 118,112 - 153,1kg,N/A
2024-05-24,Himachal Pradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-24,Himachal Pradesh,Ladies Finger,44,51 - 56,53 - 73,1kg,N/A
2024-05-24,Himachal Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-05-24,Himachal Pradesh,Radish,30,35 - 38,36 - 50,1kg,N/A
2024-05-24,Himachal Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-24,Himachal Pradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-05-24,Himachal Pradesh,Snake Gourd,39,45 - 50,47 - 64,1kg,N/A
2024-05-24,Himachal Pradesh,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-24,Himachal Pradesh,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-05-24,Himachal Pradesh,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-05-25,Himachal Pradesh,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-25,Himachal Pradesh,Onion Small,38,44 - 48,46 - 63,1kg,N/A
2024-05-25,Himachal Pradesh,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-05-25,Himachal Pradesh,Green Chilli,60,69 - 76,72 - 99,1kg,N/A
2024-05-25,Himachal Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-05-25,Himachal Pradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-05-25,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-25,Himachal Pradesh,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-25,Himachal Pradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-25,Himachal Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-25,Himachal Pradesh,Baby Corn,55,63 - 70,66 - 91,1kg,N/A
2024-05-25,Himachal Pradesh,Banana Flower,17,20 - 22,20 - 28,1kg,N/A
2024-05-25,Himachal Pradesh,Capsicum,49,56 - 62,59 - 81,1kg,N/A
2024-05-25,Himachal Pradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-25,Himachal Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-25,Himachal Pradesh,Butter Beans,52,60 - 66,62 - 86,1kg,N/A
2024-05-25,Himachal Pradesh,Broad Beans,63,72 - 80,76 - 104,1kg,N/A
2024-05-25,Himachal Pradesh,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-05-25,Himachal Pradesh,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-05-25,Himachal Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-05-25,Himachal Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-25,Himachal Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-05-25,Himachal Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-25,Himachal Pradesh,Colocasia,25,29 - 32,30 - 41,1kg,N/A
2024-05-25,Himachal Pradesh,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-05-25,Himachal Pradesh,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-25,Himachal Pradesh,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-05-25,Himachal Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-05-25,Himachal Pradesh,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-25,Himachal Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-25,Himachal Pradesh,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-05-25,Himachal Pradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,N/A
2024-05-25,Himachal Pradesh,Elephant Yam,40,46 - 51,48 - 66,1kg,N/A
2024-05-25,Himachal Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-25,Himachal Pradesh,French Beans,177,204 - 225,212 - 292,1kg,N/A
2024-05-25,Himachal Pradesh,Garlic,275,316 - 349,330 - 454,1kg,N/A
2024-05-25,Himachal Pradesh,Ginger,122,140 - 155,146 - 201,1kg,N/A
2024-05-25,Himachal Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,N/A
2024-05-25,Himachal Pradesh,Green Peas,50,58 - 64,60 - 83,1kg,N/A
2024-05-25,Himachal Pradesh,Ivy Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-25,Himachal Pradesh,Lemon (Lime),104,120 - 132,125 - 172,1kg,N/A
2024-05-25,Himachal Pradesh,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-05-25,Himachal Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-25,Himachal Pradesh,Mushroom,93,107 - 118,112 - 153,1kg,N/A
2024-05-25,Himachal Pradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-25,Himachal Pradesh,Ladies Finger,44,51 - 56,53 - 73,1kg,N/A
2024-05-25,Himachal Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-05-25,Himachal Pradesh,Radish,30,35 - 38,36 - 50,1kg,N/A
2024-05-25,Himachal Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-25,Himachal Pradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-05-25,Himachal Pradesh,Snake Gourd,39,45 - 50,47 - 64,1kg,N/A
2024-05-25,Himachal Pradesh,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-25,Himachal Pradesh,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-05-25,Himachal Pradesh,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-05-26,Himachal Pradesh,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-05-26,Himachal Pradesh,Onion Small,36,41 - 46,43 - 59,1kg,N/A
2024-05-26,Himachal Pradesh,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-05-26,Himachal Pradesh,Green Chilli,63,72 - 80,76 - 104,1kg,N/A
2024-05-26,Himachal Pradesh,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-05-26,Himachal Pradesh,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-26,Himachal Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-26,Himachal Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-26,Himachal Pradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-26,Himachal Pradesh,Ash gourd,22,25 - 28,26 - 36,1kg,N/A
2024-05-26,Himachal Pradesh,Baby Corn,59,68 - 75,71 - 97,1kg,N/A
2024-05-26,Himachal Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-26,Himachal Pradesh,Capsicum,49,56 - 62,59 - 81,1kg,N/A
2024-05-26,Himachal Pradesh,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-26,Himachal Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-26,Himachal Pradesh,Butter Beans,53,61 - 67,64 - 87,1kg,N/A
2024-05-26,Himachal Pradesh,Broad Beans,63,72 - 80,76 - 104,1kg,N/A
2024-05-26,Himachal Pradesh,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-05-26,Himachal Pradesh,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-05-26,Himachal Pradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-05-26,Himachal Pradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-05-26,Himachal Pradesh,Coconut,33,38 - 42,40 - 54,1kg,N/A
2024-05-26,Himachal Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-26,Himachal Pradesh,Colocasia,25,29 - 32,30 - 41,1kg,N/A
2024-05-26,Himachal Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-05-26,Himachal Pradesh,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-26,Himachal Pradesh,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-05-26,Himachal Pradesh,Curry Leaves,28,32 - 36,34 - 46,1kg,N/A
2024-05-26,Himachal Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-26,Himachal Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-05-26,Himachal Pradesh,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-05-26,Himachal Pradesh,Brinjal (Big),33,38 - 42,40 - 54,1kg,N/A
2024-05-26,Himachal Pradesh,Elephant Yam,39,45 - 50,47 - 64,1kg,N/A
2024-05-26,Himachal Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-26,Himachal Pradesh,French Beans,182,209 - 231,218 - 300,1kg,N/A
2024-05-26,Himachal Pradesh,Garlic,254,292 - 323,305 - 419,1kg,N/A
2024-05-26,Himachal Pradesh,Ginger,132,152 - 168,158 - 218,1kg,N/A
2024-05-26,Himachal Pradesh,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-05-26,Himachal Pradesh,Green Peas,45,52 - 57,54 - 74,1kg,N/A
2024-05-26,Himachal Pradesh,Ivy Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-26,Himachal Pradesh,Lemon (Lime),98,113 - 124,118 - 162,1kg,N/A
2024-05-26,Himachal Pradesh,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-05-26,Himachal Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-26,Himachal Pradesh,Mushroom,82,94 - 104,98 - 135,1kg,N/A
2024-05-26,Himachal Pradesh,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-26,Himachal Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-05-26,Himachal Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-05-26,Himachal Pradesh,Radish,32,37 - 41,38 - 53,1kg,N/A
2024-05-26,Himachal Pradesh,Ridge Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-26,Himachal Pradesh,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,N/A
2024-05-26,Himachal Pradesh,Snake Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-26,Himachal Pradesh,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-26,Himachal Pradesh,Spinach,16,18 - 20,19 - 26,1kg,N/A
2024-05-26,Himachal Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-27,Himachal Pradesh,Onion Big,31,36 - 39,37 - 51,1kg,N/A
2024-05-27,Himachal Pradesh,Onion Small,36,41 - 46,43 - 59,1kg,N/A
2024-05-27,Himachal Pradesh,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-05-27,Himachal Pradesh,Green Chilli,69,79 - 88,83 - 114,1kg,N/A
2024-05-27,Himachal Pradesh,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-27,Himachal Pradesh,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-05-27,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-27,Himachal Pradesh,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-27,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-27,Himachal Pradesh,Ash gourd,24,28 - 30,29 - 40,1kg,N/A
2024-05-27,Himachal Pradesh,Baby Corn,59,68 - 75,71 - 97,1kg,N/A
2024-05-27,Himachal Pradesh,Banana Flower,17,20 - 22,20 - 28,1kg,N/A
2024-05-27,Himachal Pradesh,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-05-27,Himachal Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-27,Himachal Pradesh,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-27,Himachal Pradesh,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-05-27,Himachal Pradesh,Broad Beans,62,71 - 79,74 - 102,1kg,N/A
2024-05-27,Himachal Pradesh,Cabbage,29,33 - 37,35 - 48,1kg,N/A
2024-05-27,Himachal Pradesh,Carrot,43,49 - 55,52 - 71,1kg,N/A
2024-05-27,Himachal Pradesh,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-27,Himachal Pradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-05-27,Himachal Pradesh,Coconut,33,38 - 42,40 - 54,1kg,N/A
2024-05-27,Himachal Pradesh,Colocasia Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-27,Himachal Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-05-27,Himachal Pradesh,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-05-27,Himachal Pradesh,Corn,32,37 - 41,38 - 53,1kg,N/A
2024-05-27,Himachal Pradesh,Cucumber,24,28 - 30,29 - 40,1kg,N/A
2024-05-27,Himachal Pradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-05-27,Himachal Pradesh,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-27,Himachal Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
